site,basin,sample_label,depth_mbsf,depth_composite_rmcd,Age_Ma,d13C_benthic_vpdb,d18O_benthic_vpdb,source_record,dataset_doi,article_doi
ODP Site 1209,Pacific,"198-1209C-14H-2,106-108",224.06,249.941,62.534062,0.767,0.354,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-14H-2,110-112",224.1,249.994,62.549807,0.833,0.435,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-14H-2,114-116",224.14,250.04,62.563472999999995,0.654,0.165,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-1,22-24",223.82,250.051,62.566741,0.785,0.293,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-14H-2,118-120",224.18,250.08,62.575356,0.66,0.288,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-1,26-28",223.86,250.091,62.578624000000005,0.548,0.432,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-14H-2,122-124",224.22,250.12,62.587239000000004,0.718,0.291,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-1,30-32",223.9,250.131,62.590506999999995,0.666,0.103,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-14H-2,126-128",224.26,250.16,62.599123,0.735,0.263,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-1,34-36",223.94,250.171,62.60239,0.745,0.236,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-14H-2,130-132",224.3,250.2,62.611006,0.687,0.261,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-1,38-40",223.98,250.21,62.613977,0.81,0.237,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-14H-2,134-136",224.34,250.24,62.622889,0.907,0.305,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-1,42-44",224.02,250.25,62.62586,0.956,0.339,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-14H-2,138-140",224.38,250.28,62.634772,0.872,0.241,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-1,46-48",224.06,250.29,62.637743,0.85,0.213,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-14H-2,142-144",224.42,250.32,62.646656,0.877,0.321,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-1,50-52",224.1,250.33,62.649626,0.864,0.267,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-14H-2,146-148",224.46,250.36,62.658539,0.86,0.216,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-1,54-56",224.14,250.37,62.66151,0.895,0.274,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-1,58-60",224.18,250.41,62.673393,0.913,0.259,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-1,66-68",224.26,250.49,62.697160000000004,0.929,0.282,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-1,78-80",224.38,250.61,62.732809,0.961,0.309,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-1,82-84",224.42,250.65,62.744693,0.934,0.22,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-1,86-88",224.46,250.69,62.756576,1.047,0.331,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-1,90-92",224.5,250.73,62.768459,0.976,0.341,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-1,94-96",224.54,250.77,62.780342,0.947,0.261,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-1,106-108",224.66,250.89,62.815992,0.75,0.093,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-1,110-112",224.7,250.93,62.827875,0.81,0.267,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-1,114-116",224.74,250.97,62.839759,0.746,0.091,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-1,118-120",224.78,251.01,62.851642,0.775,0.048,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-1,122-124",224.82,251.05,62.863525,0.676,-0.039,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-1,126-128",224.86,251.09,62.875409,0.835,0.126,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-1,130-132",224.9,251.13,62.887292,0.903,0.127,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-1,134-136",224.94,251.17,62.899175,0.898,0.232,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-1,138-140",224.98,251.21,62.911058,0.893,0.209,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-1,142-144",225.02,251.25,62.92331,0.857,0.078,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-1,146-148",225.06,251.29,62.93593,0.846,0.094,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,0-2",225.1,251.33,62.948550000000004,0.863,0.176,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,4-6",225.14,251.37,62.961171,0.861,0.175,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,8-10",225.18,251.41,62.973791,0.979,0.153,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,12-14",225.22,251.45,62.986411,1.005,0.234,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,16-18",225.26,251.49,62.999031,0.947,0.195,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,20-22",225.3,251.53,63.011651,0.929,0.186,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,24-26",225.34,251.57,63.024271999999996,0.973,0.159,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,28-30",225.38,251.61,63.036892,0.919,0.144,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,32-34",225.42,251.65,63.049512,0.874,0.146,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,36-38",225.46,251.69,63.062132,0.945,0.191,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,40-42",225.5,251.73,63.074752000000004,0.983,0.211,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,44-46",225.54,251.77,63.087373,0.984,0.239,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,48-50",225.58,251.81,63.099993000000005,0.9,0.169,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,52-54",225.62,251.85,63.112612999999996,0.796,0.063,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,56-58",225.66,251.89,63.125233,0.811,0.108,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,60-62",225.7,251.93,63.137853,0.849,0.07,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,64-66",225.74,251.97,63.150473,0.844,0.173,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,68-70",225.78,252.01,63.163093999999994,0.849,0.149,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,72-74",225.82,252.05,63.175714,0.794,0.036,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,76-78",225.86,252.09,63.188334000000005,0.746,0.056,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,80-82",225.9,252.13,63.200953999999996,0.75,0.108,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,84-86",225.94,252.17,63.213574,0.711,0.076,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,88-90",225.98,252.21,63.226195,0.843,0.344,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,92-94",226.02,252.25,63.238815,0.697,-0.083,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,96-98",226.06,252.29,63.251435,0.764,-0.109,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,100-102",226.1,252.33,63.264055,0.765,-0.022,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,104-106",226.14,252.37,63.276675000000004,0.889,0.116,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,108-110",226.18,252.41,63.289294999999996,0.862,0.042,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,112-114",226.22,252.45,63.301916,0.802,0.006,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,116-118",226.26,252.49,63.314536,0.487,-0.193,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,120-122",226.3,252.53,63.330892,0.733,-0.156,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,124-126",226.34,252.57,63.358455,0.885,-0.041,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,128-130",226.38,252.61,63.38601799999999,0.823,-0.005,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,132-134",226.42,252.65,63.413581,0.882,-0.033,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,136-138",226.46,252.69,63.441144,0.91,0.092,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,140-142",226.5,252.73,63.468707,0.836,-0.114,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,144-146",226.54,252.77,63.496269999999996,0.988,0.052,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-2,148-150",226.58,252.81,63.523832999999996,0.869,0.023,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,2-4",226.62,252.85,63.551396000000004,0.948,0.001,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,6-8",226.66,252.89,63.578959000000005,0.94,0.103,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,10-12",226.7,252.93,63.606522,0.957,0.122,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,14-16",226.74,252.97,63.634085,0.974,0.128,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,18-20",226.78,253.01,63.661648,0.845,0.029,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,22-24",226.82,253.05,63.689211,0.87,-0.029,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,26-28",226.86,253.09,63.709997,1.001,0.111,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,30-32",226.9,253.13,63.724000999999994,0.83,0.003,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,34-36",226.94,253.17,63.738002,0.981,0.042,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,38-40",226.98,253.21,63.752002,1.009,0.006,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,42-44",227.02,253.25,63.766000999999996,1.021,0.133,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,46-48",227.06,253.29,63.78,0.952,0.06,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,50-52",227.1,253.33,63.794,0.935,-0.085,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,54-56",227.14,253.37,63.807999,0.981,-0.021,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,66-68",227.26,253.49,63.842875,1.107,-0.004,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,70-72",227.3,253.53,63.8545,1.103,-0.001,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,74-76",227.34,253.57,63.866125,1.12,0.026,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,78-80",227.38,253.61,63.877750999999996,1.021,-0.071,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,82-84",227.42,253.65,63.889376,1.009,-0.011,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,86-88",227.46,253.69,63.901000999999994,1.077,0.027,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,90-92",227.5,253.73,63.909279999999995,1.111,-0.042,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,94-96",227.54,253.77,63.917559000000004,1.083,0.009,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,98-100",227.58,253.81,63.925838000000006,1.172,0.087,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,102-104",227.62,253.85,63.934118000000005,1.1,0.089,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,106-108",227.66,253.89,63.942397,1.192,0.108,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,110-112",227.7,253.93,63.950676,1.081,0.017,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,114-116",227.74,253.97,63.958955,1.078,0.068,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,118-120",227.78,254.01,63.967234,1.139,0.192,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,122-124",227.82,254.05,63.975513,1,0.118,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,126-128",227.86,254.09,63.983793,1.082,0.126,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,130-132",227.9,254.13,63.99272,0.993,0.136,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,134-136",227.94,254.17,64.003592,1.052,0.103,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,138-140",227.98,254.21,64.014464,1.19,0.14,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,142-144",228.02,254.25,64.02533600000001,1.08,0.101,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-3,146-148",228.06,254.29,64.036208,1.124,0.077,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,0-2",228.1,254.33,64.04708000000001,1.039,0.137,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,4-6",228.14,254.37,64.057952,1.052,0.093,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,8-10",228.18,254.41,64.068824,1.003,0.212,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,12-14",228.22,254.45,64.079696,0.935,0.105,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,16-18",228.26,254.49,64.090568,1.17,0.235,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,20-22",228.3,254.53,64.103245,1.012,0.241,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,24-26",228.34,254.57,64.117727,0.941,0.134,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,32-34",228.42,254.65,64.14669,1.119,0.247,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,36-38",228.46,254.69,64.161172,1.019,0.102,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,40-42",228.5,254.73,64.175653,1.128,0.219,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,44-46",228.54,254.77,64.190135,1.035,0.259,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,48-50",228.58,254.81,64.20456300000001,0.984,0.352,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,52-54",228.62,254.85,64.218829,1.129,0.255,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,60-62",228.7,254.93,64.247362,1.108,0.187,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,64-66",228.74,254.97,64.261629,1.015,0.254,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,68-70",228.78,255.01,64.275896,0.965,0.149,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,72-74",228.82,255.05,64.290162,1.068,0.177,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,76-78",228.86,255.09,64.304429,0.972,0.089,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,80-82",228.9,255.13,64.317483,0.953,0.145,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,84-86",228.94,255.17,64.33013199999999,0.954,0.207,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,88-90",228.98,255.21,64.342782,0.972,0.169,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,92-94",229.02,255.25,64.355431,1.086,0.211,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,96-98",229.06,255.29,64.368081,0.925,0.081,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,100-102",229.1,255.33,64.38073,0.986,0.186,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,104-106",229.14,255.37,64.393379,1.143,0.141,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,108-110",229.18,255.41,64.406029,1.076,0.235,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,112-114",229.22,255.45,64.418678,0.915,0.042,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,120-122",229.3,255.53,64.469145,0.97,0.048,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,124-126",229.34,255.57,64.498572,0.96,0.047,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,128-130",229.38,255.61,64.528,0.907,-0.053,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,132-134",229.42,255.65,64.541807,0.965,0.21,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,136-138",229.46,255.69,64.555613,0.984,0.088,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,140-142",229.5,255.73,64.56942,0.959,0.083,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-4,148-150",229.58,255.81,64.597034,0.871,0.148,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,2-4",229.62,255.85,64.61084,0.918,0.101,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,6-8",229.66,255.89,64.624647,0.921,0.124,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,10-12",229.7,255.93,64.637085,0.928,0.06,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,14-16",229.74,255.97,64.645419,0.931,0.075,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,18-20",229.78,256.01,64.653752,0.98,0.048,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,22-24",229.82,256.05,64.662086,0.958,0.086,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,26-28",229.86,256.09,64.670419,0.972,0.05,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,30-32",229.9,256.13,64.678752,1.041,0.056,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
