site,event,sample_label,depth_mbsf,depth_composite_mcd,Age_Ma,d13C_benthic_vpdb,d18O_benthic_vpdb,d18O_corrected_vpdb,bottom_water_temperature_C,source_record,dataset_doi,article_doi
ODP Site 1262,208-1262A,"208-1262A-13H-2,118-119",116.685,134.795,55.45539,1.03,-0.38,-0.319,11.77,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,121-122",116.715,134.825,55.45777,0.98,-0.41,-0.345,11.88,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,124-125",116.745,134.855,55.46005,0.83,-0.5,-0.451,12.36,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,127-128",116.775,134.885,55.46221,0.93,-0.4,-0.338,11.85,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,130-131",116.805,134.915,55.46438,0.84,-0.51,-0.458,12.39,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,133-134",116.835,134.945,55.46654,1.01,-0.33,-0.255,11.48,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,136-137",116.865,134.975,55.46871,0.98,-0.39,-0.325,11.79,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,139-140",116.895,135.005,55.470879999999994,1.12,-0.27,-0.187,11.18,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,142-143",116.925,135.035,55.47304,1.09,-0.36,-0.289,11.64,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,145-146",116.955,135.065,55.47521,1.18,-0.27,-0.188,11.18,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,148-149",116.985,135.095,55.47738,1.02,-0.4,-0.339,11.86,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,1-2",117.015,135.125,55.47954,1.04,-0.47,-0.42,12.22,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,4-5",117.045,135.155,55.48171,1.04,-0.41,-0.346,11.89,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,7-8",117.075,135.185,55.48388,1.07,-0.32,-0.251,11.47,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,10-11",117.105,135.215,55.48604,1.15,-0.3,-0.222,11.34,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,13-14",117.135,135.245,55.48821,1.11,-0.27,-0.193,11.21,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,16-17",117.165,135.275,55.490379999999995,1.09,-0.24,-0.162,11.07,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,19-20",117.195,135.305,55.49254,1.05,-0.22,-0.131,10.93,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,22-23",117.225,135.335,55.49471,1.08,-0.23,-0.151,11.02,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,25-26",117.255,135.365,55.49688,1.04,-0.36,-0.289,11.63,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,28-29",117.285,135.395,55.49904,1.02,-0.27,-0.192,11.2,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,34-35",117.345,135.455,55.50338,1.1,-0.24,-0.155,11.04,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,37-38",117.375,135.485,55.50554,1.07,-0.27,-0.193,11.21,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,40-41",117.405,135.515,55.507709999999996,0.98,-0.23,-0.141,10.98,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,43-44",117.435,135.545,55.509879999999995,1.16,-0.17,-0.077,10.69,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,46-47",117.465,135.575,55.51204,1.04,-0.29,-0.212,11.29,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,49-50",117.495,135.605,55.51421,1,-0.26,-0.178,11.14,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,52-53",117.525,135.635,55.51638,0.99,-0.33,-0.256,11.49,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,55-56",117.555,135.665,55.51854,1.03,-0.24,-0.159,11.05,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,58-59",117.585,135.695,55.52071,0.99,-0.35,-0.28,11.59,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,61-62",117.615,135.725,55.52288,1,-0.26,-0.178,11.14,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,64-65",117.645,135.755,55.525040000000004,1.04,-0.23,-0.149,11.01,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,67-68",117.675,135.785,55.52721,0.95,-0.37,-0.303,11.7,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,70-71",117.705,135.815,55.529379999999996,0.96,-0.25,-0.172,11.11,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,73-74",117.735,135.845,55.53154,1,-0.25,-0.167,11.09,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,76-77",117.765,135.875,55.53371,0.88,-0.4,-0.332,11.83,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,79-80",117.795,135.905,55.53588,0.93,-0.31,-0.237,11.4,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,82-83",117.825,135.935,55.53804,0.83,-0.41,-0.344,11.88,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,85-86",117.855,135.965,55.54021,0.9,-0.36,-0.294,11.66,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,88-89",117.885,135.995,55.542379999999994,1.05,-0.24,-0.159,11.05,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,91-92",117.915,136.025,55.54454,1,-0.26,-0.184,11.17,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,94-95",117.945,136.055,55.54671,1.02,-0.31,-0.236,11.4,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,97-98",117.975,136.085,55.54888,1.16,-0.15,-0.059,10.61,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,100-101",118.005,136.115,55.55131,0.98,-0.33,-0.261,11.51,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,103-104",118.035,136.145,55.55381,0.83,-0.48,-0.424,12.24,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,106-107",118.065,136.175,55.5563,0.76,-0.55,-0.506,12.61,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,109-110",118.095,136.205,55.558800000000005,0.85,-0.4,-0.335,11.84,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,112-113",118.125,136.235,55.56129,0.98,-0.26,-0.181,11.15,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,115-116",118.155,136.265,55.56378,0.9,-0.34,-0.269,11.55,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,118-119",118.185,136.295,55.56628,0.95,-0.4,-0.332,11.83,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,121-122",118.215,136.325,55.568769999999994,0.87,-0.36,-0.296,11.66,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,124-125",118.245,136.355,55.57127,0.83,-0.48,-0.422,12.23,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,127-128",118.275,136.385,55.57376,0.8,-0.55,-0.51,12.62,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,130-131",118.305,136.415,55.57625,0.97,-0.43,-0.367,11.98,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,133-134",118.335,136.445,55.57875,0.9,-0.43,-0.37,12,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,136-137",118.365,136.475,55.58124,0.93,-0.29,-0.219,11.32,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,139-140",118.395,136.505,55.58373,1.11,-0.34,-0.269,11.55,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,142-143",118.425,136.535,55.58623,1.15,-0.29,-0.219,11.32,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,145-146",118.455,136.565,55.58872,1.22,-0.12,-0.023,10.45,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-3,148-149",118.485,136.595,55.59122,1.22,-0.18,-0.09,10.75,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-4,1-2",118.515,136.625,55.59371,1.19,-0.22,-0.135,10.95,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-4,4-5",118.545,136.655,55.596199999999996,1.22,-0.12,-0.023,10.45,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-4,7-8",118.575,136.685,55.598699999999994,1.18,-0.12,-0.027,10.47,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-4,10-11",118.605,136.715,55.60119,1.16,-0.16,-0.065,10.64,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-4,13-14",118.635,136.745,55.60369,1.13,-0.23,-0.149,11.01,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-4,16-17",118.665,136.775,55.60618,1.13,-0.21,-0.129,10.92,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-4,19-20",118.695,136.805,55.60867,1.13,-0.23,-0.15,11.02,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-4,22-23",118.725,136.835,55.61117,1,-0.25,-0.171,11.11,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-4,25-26",118.755,136.865,55.61366,1.08,-0.17,-0.08,10.71,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-4,28-29",118.785,136.895,55.616150000000005,1.14,-0.15,-0.057,10.6,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-4,31-32",118.815,136.925,55.61865,1.07,-0.2,-0.11,10.84,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-4,34-35",118.845,136.955,55.62114,1.07,-0.21,-0.12,10.88,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-4,37-38",118.875,136.985,55.62364,1.09,-0.18,-0.089,10.75,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-4,40-41",118.905,137.015,55.626129999999996,1.09,-0.18,-0.088,10.74,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-4,43-44",118.935,137.045,55.628620000000005,0.97,-0.25,-0.171,11.11,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-4,46-47",118.965,137.075,55.63112,0.92,-0.26,-0.184,11.17,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-4,49-50",118.995,137.105,55.63361,0.96,-0.33,-0.263,11.52,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-4,52-53",119.025,137.135,55.6361,0.92,-0.27,-0.192,11.2,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-4,55-56",119.055,137.165,55.6386,0.99,-0.21,-0.121,10.89,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-1,45-47",124.86,137.1815,55.63993,1.01,-0.18,-0.091,10.75,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-4,58-59",119.085,137.195,55.64109,0.99,-0.2,-0.116,10.86,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-4,61-62",119.115,137.225,55.643589999999996,0.98,-0.22,-0.136,10.95,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-4,64-65",119.145,137.2559,55.64616,0.89,-0.26,-0.178,11.14,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-4,67-68",119.175,137.2869,55.64834,0.84,-0.35,-0.286,11.62,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-1,57-59",124.98,137.3,55.64912,0.64,-0.49,-0.44,12.31,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-1,69-71",125.1,137.42,55.656279999999995,0.84,-0.37,-0.305,11.71,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-1,75-77",125.16,137.48,55.65985,0.75,-0.46,-0.4,12.13,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-1,81-83",125.22,137.54,55.66343,0.79,-0.44,-0.385,12.06,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-1,87-89",125.28,137.6,55.667010000000005,0.9,-0.22,-0.129,10.93,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-1,93-95",125.34,137.66,55.67059,1.04,-0.15,-0.052,10.58,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-1,99-101",125.4,137.72,55.67417,0.92,-0.31,-0.234,11.39,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-1,105-107",125.46,137.78,55.67775,0.89,-0.4,-0.338,11.85,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-1,111-113",125.52,137.84,55.68133,0.99,-0.14,-0.044,10.55,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-1,117-119",125.58,137.8999,55.68491,1.06,-0.11,-0.011,10.4,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-1,123-125",125.64,137.96,55.688489999999994,1.06,-0.11,-0.014,10.41,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-1,129-131",125.7,138.02,55.69207,1.01,-0.18,-0.094,10.77,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-1,147-149",125.88,138.1999,55.7028,0.91,-0.27,-0.188,11.19,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-2,9-11",126,138.32,55.70996,0.74,-0.38,-0.315,11.75,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-2,21-23",126.12,138.4399,55.71821,0.77,-0.37,-0.3,11.68,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-2,33-35",126.24,138.5599,55.728,0.72,-0.4,-0.334,11.84,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-2,39-41",126.3,138.6199,55.73289,0.94,-0.02,0.087,9.97,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-2,45-47",126.36,138.6799,55.73778,0.88,-0.09,0.014,10.29,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-2,51-53",126.42,138.7399,55.74267,0.9,-0.18,-0.093,10.76,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-2,57-59",126.48,138.7999,55.74756,0.8,-0.26,-0.178,11.14,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-2,63-65",126.54,138.8599,55.752449999999996,0.68,-0.24,-0.155,11.04,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-2,69-71",126.6,138.9199,55.75734,0.76,-0.09,0.009,10.31,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-2,75-77",126.66,138.9799,55.76223,0.71,-0.14,-0.043,10.54,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-2,87-89",126.78,139.0999,55.77201,0.69,-0.28,-0.205,11.26,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-2,91-92",126.815,139.1349,55.77487,0.62,-0.32,-0.244,11.43,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-2,93-94",126.835,139.1549,55.7765,0.52,-0.38,-0.319,11.77,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-2,95-96",126.855,139.1749,55.77813,0.72,-0.14,-0.049,10.57,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-2,99-100",126.895,139.2149,55.78406,0.74,-0.13,-0.032,10.49,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-2,100-101",126.905,139.2249,55.78564,0.61,-0.1,0.001,10.35,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-2,103-104",126.935,139.2549,55.79037,0.57,-0.16,-0.066,10.64,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-2,105-106",126.955,139.2749,55.793519999999994,0.69,-0.14,-0.044,10.55,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-2,107-108",126.975,139.2949,55.79668,0.57,-0.14,-0.05,10.57,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-2,109-110",126.995,139.3149,55.79983,0.63,-0.23,-0.15,11.01,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-2,111-112",127.015,139.3349,55.80299,0.63,-0.25,-0.166,11.09,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-2,113-114",127.035,139.3549,55.80615,0.54,-0.26,-0.18,11.15,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-2,115-116",127.055,139.3749,55.8093,0.61,-0.33,-0.256,11.49,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-2,117-118",127.075,139.3949,55.81246,0.37,-0.32,-0.249,11.46,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-2,119-120",127.095,139.4149,55.81561,0.41,-0.35,-0.281,11.6,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-3,1-2",127.115,139.4349,55.818769999999994,0.2,-0.44,-0.383,12.05,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-3,3-4",127.135,139.4549,55.82192,0.35,-0.44,-0.386,12.07,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-3,5-6",127.155,139.4749,55.82508,0.33,-0.39,-0.324,11.79,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-3,7-8",127.175,139.4949,55.828230000000005,0.22,-0.44,-0.386,12.07,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-3,9-10",127.195,139.5149,55.83139,0.23,-0.5,-0.45,12.36,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-3,11-12",127.215,139.5349,55.83455,0.26,-0.51,-0.457,12.39,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-3,13-14",127.235,139.5549,55.8377,0.16,-0.51,-0.465,12.42,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-3,15-16",127.255,139.5749,55.84086,-0.01,-0.38,-0.316,11.76,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-3,17-18",127.275,139.5949,55.844010000000004,0.09,-0.53,-0.488,12.52,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-3,19-20",127.295,139.6149,55.84717,0.32,-0.4,-0.341,11.87,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-15H-3,23-24",127.335,139.6549,55.853480000000005,0.13,-0.53,-0.48,12.49,McCarren et al. (2008),10.1594/PANGAEA.884585,10.1029/2019PA003556
