site,event,sample_label,depth_mbsf,depth_composite_mcd,Age_Ma,d13C_benthic_vpdb,d18O_benthic_vpdb,d18O_corrected_vpdb,bottom_water_temperature_C,source_record,dataset_doi,article_doi
ODP Site 1262,208-1262B,"208-1262B-18H-2,130-131",155.705,170.795,58.76283,2.21,0.33,0.483,8.24,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-2,133-134",155.735,170.825,58.76688,2.25,0.37,0.523,8.07,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-2,136-137",155.765,170.855,58.77094,2.15,0.35,0.505,8.15,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-2,139-140",155.795,170.885,58.774989999999995,2.15,0.32,0.467,8.31,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-2,142-143",155.825,170.915,58.77904,2.27,0.57,0.748,7.1,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-2,145-146",155.855,170.945,58.783089999999994,2.22,0.49,0.657,7.49,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-2,148-149",155.885,170.975,58.78714,2.23,0.49,0.661,7.47,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,1-2",155.915,171.005,58.791199999999996,2.22,0.45,0.619,7.65,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,4-5",155.945,171.035,58.79525,2.13,0.27,0.418,8.52,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,7-8",155.975,171.065,58.7993,2.14,0.52,0.693,7.34,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,10-11",156.005,171.095,58.80335,2.16,0.52,0.691,7.35,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,13-14",156.035,171.125,58.8074,2.34,0.6,0.784,6.95,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,16-17",156.065,171.155,58.811449999999994,2.15,0.43,0.592,7.77,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,19-20",156.095,171.185,58.81551,2.22,0.55,0.735,7.16,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,22-23",156.125,171.215,58.819559999999996,2.25,0.53,0.708,7.28,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,25-26",156.155,171.245,58.82361,2.25,0.58,0.76,7.05,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,28-29",156.185,171.275,58.82766,2.23,0.59,0.77,7.01,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,31-32",156.215,171.305,58.83171,2.01,0.56,0.742,7.13,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,34-35",156.245,171.335,58.83577,2.1,0.46,0.631,7.61,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,37-38",156.275,171.365,58.83982,2.02,0.45,0.612,7.68,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,40-41",156.305,171.395,58.84387,2.16,0.53,0.707,7.28,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,43-44",156.335,171.425,58.847919999999995,2.13,0.51,0.687,7.37,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,46-47",156.365,171.455,58.85197,2.02,0.46,0.633,7.6,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,49-50",156.395,171.485,58.85725,2.15,0.48,0.655,7.5,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,52-53",156.425,171.515,58.86375,2.01,0.37,0.532,8.03,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,55-56",156.455,171.545,58.87025,2.25,0.58,0.761,7.05,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,58-59",156.485,171.575,58.87675,2.33,0.7,0.903,6.44,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,61-62",156.515,171.605,58.88325,2.27,0.66,0.849,6.67,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,64-65",156.545,171.635,58.88975,2.08,0.36,0.518,8.09,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,67-68",156.575,171.665,58.89625,2.23,0.47,0.64,7.57,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,70-71",156.605,171.695,58.90275,2.31,0.55,0.726,7.2,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,73-74",156.635,171.725,58.90925,2.36,0.59,0.771,7,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,76-77",156.665,171.755,58.91575,2.32,0.57,0.747,7.11,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,79-80",156.695,171.785,58.92225,2.14,0.27,0.416,8.53,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,85-86",156.755,171.845,58.93525,2.28,0.43,0.595,7.76,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,88-89",156.785,171.875,58.94175,2.22,0.23,0.369,8.74,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,94-95",156.845,171.935,58.95475,2.24,0.39,0.547,7.96,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,97-98",156.875,171.965,58.96051,2.34,0.28,0.432,8.46,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,103-104",156.935,172.025,58.97057,2.12,0.59,0.771,7,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,106-107",156.965,172.055,58.9756,2.28,0.38,0.544,7.98,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,112-113",157.025,172.115,58.98565,2.33,0.58,0.766,7.03,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,115-116",157.055,172.145,58.99068,2.42,0.56,0.743,7.12,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,118-119",157.085,172.175,58.99571,2.43,0.62,0.805,6.86,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,121-122",157.115,172.205,59.00074,2.46,0.57,0.752,7.08,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,124-125",157.145,172.235,59.00576,2.45,0.72,0.918,6.38,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,130-131",157.205,172.295,59.01582,2.36,0.57,0.756,7.07,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,133-134",157.235,172.325,59.020849999999996,2.3,0.59,0.772,7,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,136-137",157.265,172.355,59.02588,2.38,0.64,0.831,6.75,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,139-140",157.295,172.385,59.0309,2.3,0.62,0.814,6.82,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,142-143",157.325,172.415,59.03593,2.26,0.43,0.6,7.74,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,145-146",157.355,172.445,59.04096,2.23,0.52,0.701,7.3,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-3,148-149",157.385,172.475,59.045989999999996,2.35,0.65,0.847,6.68,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,3-4",157.435,172.525,59.054370000000006,2.36,0.7,0.903,6.44,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,6-7",157.465,172.555,59.05939,2.36,0.66,0.85,6.67,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,9-10",157.495,172.585,59.06442,2.23,0.55,0.73,7.18,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,12-13",157.525,172.615,59.069449999999996,2.37,0.73,0.933,6.32,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,15-16",157.555,172.645,59.07448,2.32,0.14,0.274,9.15,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,18-19",157.585,172.675,59.0795,2.2,0.68,0.873,6.57,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,21-22",157.615,172.705,59.08453,2.23,0.66,0.851,6.66,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,24-25",157.645,172.735,59.08956,2.29,0.64,0.828,6.76,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,27-28",157.675,172.765,59.09459,2.3,0.66,0.851,6.67,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,30-31",157.705,172.795,59.09962,2.03,0.55,0.726,7.2,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,33-34",157.735,172.825,59.104639999999996,2.33,0.72,0.926,6.35,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,36-37",157.765,172.855,59.10967,2.18,0.76,0.968,6.17,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,39-40",157.795,172.885,59.1147,2.27,0.63,0.818,6.8,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,42-43",157.825,172.915,59.119730000000004,2.21,0.62,0.806,6.85,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,45-46",157.855,172.945,59.12475,2.23,0.63,0.825,6.77,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,48-49",157.885,172.975,59.12978,2.23,0.63,0.822,6.79,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,51-52",157.915,173.005,59.134809999999995,2.14,0.72,0.918,6.38,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,54-55",157.945,173.035,59.140029999999996,2.28,0.71,0.914,6.4,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,57-58",157.975,173.065,59.14622,2.15,0.69,0.891,6.49,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,60-61",158.005,173.095,59.15241,2.13,0.56,0.738,7.14,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,63-64",158.035,173.125,59.15859,2.19,0.55,0.736,7.16,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,66-67",158.065,173.155,59.16478,2.18,0.57,0.757,7.06,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,69-70",158.095,173.185,59.170970000000004,2.15,0.57,0.751,7.09,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,72-73",158.125,173.215,59.17716,2.1,0.61,0.8,6.88,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,75-76",158.155,173.245,59.183339999999994,2.26,0.53,0.705,7.29,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,78-79",158.185,173.275,59.18953,2.28,0.65,0.846,6.68,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,81-82",158.215,173.305,59.19572,2.36,0.66,0.857,6.64,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,84-85",158.245,173.335,59.201910000000005,2.25,0.62,0.806,6.86,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,85-86",158.255,173.345,59.20397,2.13,0.47,0.643,7.55,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,87-88",158.275,173.365,59.20809,2.07,0.55,0.729,7.19,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,88-89",158.285,173.375,59.21016,2.15,0.48,0.647,7.54,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,89-90",158.295,173.385,59.21222,2.09,0.51,0.681,7.39,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,91-92",158.315,173.405,59.216339999999995,2.05,0.51,0.681,7.39,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,92-93",158.325,173.415,59.218410000000006,2.04,0.48,0.653,7.51,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,94-95",158.345,173.435,59.22253,2.06,0.55,0.731,7.18,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,95-96",158.355,173.445,59.22459,2.17,0.63,0.82,6.8,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,96-97",158.365,173.455,59.22666,2.03,0.43,0.593,7.77,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,97-98",158.375,173.465,59.22872,2.01,0.28,0.425,8.49,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,98-99",158.385,173.475,59.230779999999996,1.85,-0.15,-0.055,10.59,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,99-100",158.395,173.485,59.232839999999996,2.04,0.52,0.696,7.33,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,100-101",158.405,173.495,59.234910000000006,2.13,0.56,0.746,7.11,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,101-102",158.415,173.505,59.23697,2.01,0.47,0.635,7.59,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,102-103",158.425,173.515,59.23909,1.92,0.42,0.585,7.8,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,103-104",158.435,173.525,59.241279999999996,2.13,0.44,0.608,7.7,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,104-105",158.445,173.535,59.24347,2.03,0.47,0.64,7.56,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,105-106",158.455,173.545,59.24566,2.18,0.62,0.809,6.84,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,106-107",158.465,173.555,59.24785,1.89,0.4,0.56,7.91,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,108-109",158.485,173.575,59.252230000000004,2.03,0.3,0.445,8.41,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,109-110",158.495,173.585,59.254419999999996,2.08,0.31,0.465,8.32,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,110-111",158.505,173.595,59.25661,1.85,-0.38,-0.31,11.73,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,111-112",158.515,173.605,59.2588,1.86,-0.27,-0.193,11.21,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,112-113",158.525,173.615,59.26099,2.34,0.71,0.908,6.42,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,113-114",158.535,173.625,59.26318,2.2,0.44,0.609,7.7,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,114-115",158.545,173.635,59.265370000000004,2.23,0.44,0.608,7.7,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,116-117",158.565,173.655,59.26975,2.34,0.58,0.764,7.03,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,117-118",158.575,173.665,59.27194,2.19,0.42,0.581,7.82,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,118-119",158.585,173.675,59.27413,1.99,0.35,0.511,8.12,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,119-120",158.595,173.685,59.27632,2.13,0.29,0.442,8.42,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,120-121",158.605,173.695,59.278510000000004,2.13,0.32,0.474,8.28,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,121-122",158.615,173.705,59.280699999999996,2.16,0.53,0.709,7.27,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,122-123",158.625,173.715,59.28289,2.05,-0.08,0.025,10.24,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,123-124",158.635,173.725,59.28508,2.24,-0.41,-0.352,11.92,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,124-125",158.645,173.735,59.28727,2.2,0.33,0.483,8.24,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,125-126",158.655,173.745,59.28946,2.13,0.5,0.675,7.41,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,127-128",158.675,173.765,59.293839999999996,2.38,0.6,0.784,6.95,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,128-129",158.685,173.775,59.29603,2.27,0.46,0.629,7.61,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,129-130",158.695,173.785,59.29822,2.28,-0.35,-0.284,11.61,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,130-131",158.705,173.795,59.30041000000001,2.29,0.59,0.777,6.98,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,131-132",158.715,173.805,59.302589999999995,2.3,0.63,0.817,6.81,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,132-133",158.725,173.815,59.30478,2.25,0.54,0.724,7.21,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,133-134",158.735,173.825,59.30697,2.17,0.27,0.411,8.55,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,134-135",158.745,173.835,59.309160000000006,2.36,0.63,0.821,6.79,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,135-136",158.755,173.845,59.31135,2.26,0.56,0.738,7.15,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,136-137",158.765,173.855,59.31354,2.26,0.55,0.732,7.17,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,137-138",158.775,173.865,59.31573,2.13,0.35,0.505,8.15,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,138-139",158.785,173.875,59.31792,2.32,0.8,1.008,6,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,139-140",158.795,173.885,59.32011,2.06,0.1,0.22,9.39,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,140-141",158.805,173.895,59.322300000000006,2.09,0.46,0.632,7.6,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,141-142",158.815,173.905,59.32449,2.13,0.6,0.782,6.96,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,142-143",158.825,173.915,59.32668,2.16,0.66,0.859,6.63,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,143-144",158.835,173.925,59.32887,2.2,0.7,0.894,6.48,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
